Name,Operating System,Software last seen,Installed Versions
dk-5cg2158z1q,Windows 11,"19 Sep, 2024 07:14:29 AM","1.7.0.15969, 1.5.0.8070, 1.6.0.35961"
mh-8cc2472x3h,Windows 11,"19 Sep, 2024 04:17:00 AM","1.7.0.10152, 1.5.0.30767, 1.7.0.19353, 1.7.0.13456, 1.7.0.24670, 1.7.0.21751, 1.7.0.1864, 1.7.0.17051, 1.6.0.35961, 1.7.0.6058"
dse-5cg3255cfg,Windows 11,"19 Sep, 2024 08:08:14 AM",1.6.0.24078
dse-pw021ksn,Windows 11,"16 Sep, 2024 08:40:21 AM","1.7.0.10152, 1.5.0.8070"
dk-5cg2158zx0,Windows 11,"19 Sep, 2024 06:49:18 AM","1.7.0.15969, 1.5.0.8070"
mh-8cc2472x6f,Windows 11,"19 Sep, 2024 10:11:26 AM","1.7.0.21751, 1.7.0.24670, 1.7.0.7956, 1.5.0.30767, 1.7.0.19353, 1.7.0.1864"
mh-8cc2472x92,Windows 11,"19 Sep, 2024 04:51:31 AM","1.5.0.30767, 1.7.0.21751, 1.7.0.24670, 1.7.0.17051, 1.7.0.10152, 1.7.0.19353"
dse-5cd3291krz,Windows 11,"17 Sep, 2024 06:18:25 PM","1.5.0.4689, 1.7.0.156"
dk-5cg21590hl,Windows 11,"19 Sep, 2024 09:19:59 AM","1.5.0.8070, 1.7.0.1864"
dse-5cg3454953,Windows 11,"13 Sep, 2024 10:25:44 AM",1.5.0.30767
dse-pw021kcj,Windows 11,"18 Sep, 2024 10:31:06 AM","1.5.0.8070, 1.6.0.6754, 1.7.0.13456"
drhso-7471c6l,Windows 10,"19 Sep, 2024 08:37:29 AM","1.4.0.11161, 1.2.0.34161, 1.7.0.156"
dse-5cg41424cs,Windows 11,"12 Sep, 2024 11:39:50 AM",1.5.0.30767
dk-5cg3060cpf,Windows 11,"18 Sep, 2024 06:15:40 PM",1.6.0.26474
drbv-7115hz6,Windows 10,"19 Sep, 2024 05:12:13 AM","1.4.0.22976, 1.7.0.156"
svilta-8121jd5,Windows 10,"19 Sep, 2024 08:47:06 AM","1.2.0.3961, 1.3.0.13565, 1.6.0.29964"
dse-5cd4178dpy,Windows 11,"17 Sep, 2024 06:39:05 AM",1.5.0.30767
dse-5cg3255cfh,Windows 11,"14 Sep, 2024 04:23:02 PM","1.7.0.3653, 1.5.0.4689"
drilko-8272fxy,Windows 11,"16 Sep, 2024 06:49:58 AM","1.2.0.19260, 1.6.0.6754, 1.5.0.14473, 1.2.0.34161"
dse-5cd329720y,Windows 11,"19 Sep, 2024 08:15:54 AM","1.5.0.4689, 1.6.0.33567"
eks-5cg347735l,Windows 11,"19 Sep, 2024 06:22:38 AM",1.6.0.24078
dse-5cd3291kr1,Windows 11,"19 Sep, 2024 08:44:39 AM",1.5.0.4689
druein-7072902,Windows 10,"13 Sep, 2024 11:22:16 AM",1.2.0.3961
drkul-428bt9q,Windows 10,"19 Sep, 2024 05:15:19 AM","1.2.0.34161, 1.7.0.1864"
dse-5cg41427st,Windows 11,"17 Sep, 2024 07:03:43 AM",1.5.0.30767
dse-5cd4178drn,Windows 11,"18 Sep, 2024 04:18:21 PM",1.5.0.30767
dse-pw021kkt,Windows 11,"19 Sep, 2024 08:58:04 AM","1.7.0.7956, 1.5.0.8070"
dse-5cg41424gl,Windows 11,"19 Sep, 2024 07:55:28 AM",1.5.0.30767
dk-5cg21653pt,Windows 11,"19 Sep, 2024 07:43:20 AM","1.6.0.33567, 1.5.0.8070"
dk-5cg21652bw,Windows 11,"18 Sep, 2024 03:19:25 PM","1.7.0.3653, 1.5.0.8070"
dse-pw01za5j,Windows 11,"18 Sep, 2024 09:24:58 PM","1.6.0.6754, 1.5.0.8070"
dse-pw021kq4,Windows 11,"17 Sep, 2024 09:55:41 AM",1.6.0.18681
dse-5cd3291kbv,Windows 11,"19 Sep, 2024 07:50:40 AM","1.5.0.4689, 1.7.0.13456"
drildro-847c386,Windows 10,"19 Sep, 2024 06:02:53 AM","1.3.0.3564, 1.2.0.19260, 1.6.0.20074"
mh-8cc2472xb5,Windows 11,"18 Sep, 2024 07:28:07 AM","1.5.0.30767, 1.7.0.21751, 1.7.0.7956"
dse-5cd4178dny,Windows 11,"18 Sep, 2024 06:52:26 AM",1.5.0.30767
mh-8cc2472x32,Windows 11,"17 Sep, 2024 10:01:41 AM","1.5.0.8070, 1.7.0.19353, 1.7.0.1864"
dse-5cd4145qj9,Windows 11,"19 Sep, 2024 07:50:16 AM",1.5.0.30767
ia-5cg2111pzr,Windows 11,"19 Sep, 2024 07:49:08 AM",1.6.0.18681
dse-5cg3253xpw,Windows 11,"18 Sep, 2024 07:12:55 AM",1.5.0.4689
druein-9519lf2,Windows 10,"19 Sep, 2024 09:52:42 AM","1.2.0.3961, 1.7.0.6058"
dse-pw021krk,Windows 11,"19 Sep, 2024 08:36:36 AM","1.5.0.8070, 1.7.0.13456"
dse-5cd1258nl7,Windows 11,"19 Sep, 2024 07:45:16 AM",1.6.0.18681
dse-5cg32566vp,Windows 11,"19 Sep, 2024 07:40:31 AM","1.5.0.4689, 1.7.0.3653"
mh-8cc306127q,Windows 11,"18 Sep, 2024 10:21:15 PM","1.5.0.30767, 1.7.0.21751, 1.7.0.156, 1.7.0.13456, 1.7.0.17051, 1.7.0.10152, 1.7.0.24670"
dk-5cg2158zwt,Windows 11,"19 Sep, 2024 05:43:41 AM","1.5.0.8070, 1.6.0.33567"
druein-9519ldq,Windows 10,"18 Sep, 2024 10:42:58 AM","1.2.0.3961, 1.7.0.156"
dk-5cg216520b,Windows 11,"18 Sep, 2024 12:04:28 PM","1.7.0.21751, 1.5.0.8070, 1.7.0.6058"
dse-pw04k4be,Windows 11,"16 Sep, 2024 10:07:08 AM","1.6.0.11166, 1.7.0.10152"
mh-8cc2472x8r,Windows 11,"19 Sep, 2024 04:10:32 AM","1.7.0.21751, 1.5.0.30767, 1.7.0.15969, 1.7.0.17051, 1.7.0.24670, 1.7.0.13456, 1.7.0.19353"
dse-5cd1258nny,Windows 11,"16 Sep, 2024 07:24:59 AM",1.3.0.21759
dk-5cg21590k4,Windows 11,"19 Sep, 2024 07:03:44 AM","1.5.0.8070, 1.6.0.33567"
dk-5cg2158z5n,Windows 11,"16 Sep, 2024 06:37:08 AM","1.5.0.8070, 1.6.0.24078"
dse-5cg41425m2,Windows 11,"19 Sep, 2024 08:18:14 AM",1.5.0.30767
ia-5cg9383gtw,Windows 10,"18 Sep, 2024 12:28:43 PM",1.6.0.18681
dse-5cd3425b04,Windows 11,"13 Sep, 2024 07:58:28 AM",1.5.0.30767
dse-5cd329724j,Windows 11,"17 Sep, 2024 09:56:00 AM","1.7.0.3653, 1.5.0.4689"
svilto-0243v47,Windows 10,"19 Sep, 2024 06:19:44 AM","1.5.0.8070, 1.2.0.3961, 1.7.0.3653"
mh-8cc2472xbj,Windows 11,"19 Sep, 2024 08:46:42 AM","1.5.0.30767, 1.7.0.19353, 1.7.0.15969, 1.7.0.24670, 1.6.0.33567, 1.6.0.29964, 1.7.0.156, 1.6.0.35961, 1.7.0.21751, 1.7.0.13456"
drkul-642b7qm,Windows 10,"18 Sep, 2024 06:18:54 PM","1.4.0.11161, 1.7.0.1864, 1.7.0.7956, 1.7.0.3653, 1.6.0.27573, 1.6.0.35961, 1.7.0.156"
dse-pw021k8l,Windows 11,"17 Sep, 2024 11:27:08 AM","1.5.0.8070, 1.6.0.35961"
dse-pw021klz,Windows 11,"19 Sep, 2024 08:21:52 AM","1.5.0.8070, 1.6.0.33567"
mh-8cc2472x3z,Windows 11,"16 Sep, 2024 07:22:01 PM","1.5.0.30767, 1.7.0.21751, 1.7.0.19353, 1.6.0.35961, 1.7.0.17051, 1.7.0.3653, 1.7.0.15969, 1.7.0.7956, 1.6.0.33567"
dse-pw021kcm,Windows 11,"18 Sep, 2024 05:41:41 AM","1.7.0.13456, 1.5.0.8070"
mh-8cc2472x5h,Windows 11,"17 Sep, 2024 11:30:14 AM",1.5.0.30767
mh-8cc2472xbn,Windows 11,"19 Sep, 2024 05:38:09 AM","1.7.0.3653, 1.7.0.21751, 1.7.0.7956, 1.7.0.19353, 1.5.0.30767, 1.7.0.15969, 1.7.0.1864, 1.7.0.13456"
mh-8cc2472x75,Windows 11,"19 Sep, 2024 06:04:05 AM","1.5.0.30767, 1.7.0.24670, 1.7.0.21751, 1.7.0.15969"
dk-5cg2158y7h,Windows 11,"19 Sep, 2024 07:38:20 AM","1.5.0.30767, 1.6.0.35961, 1.6.0.29964"
drmeie-0252932,Windows 11,"19 Sep, 2024 06:13:19 AM","1.4.0.22976, 1.7.0.15969"
mh-8cc2472x19,Windows 11,"18 Sep, 2024 10:54:54 AM","1.7.0.19353, 1.5.0.30767"
drbv-934118l,Windows 10,"19 Sep, 2024 05:47:59 AM","1.6.0.28557, 1.5.0.11163, 1.4.0.22976"
dse-5cg3255djj,Windows 11,"19 Sep, 2024 06:58:33 AM","1.7.0.21751, 1.5.0.4689"
dk-5cg2158z13,Windows 11,"19 Sep, 2024 06:19:18 AM","1.5.0.8070, 1.6.0.33567"
dse-pw01z9zj,Windows 11,"17 Sep, 2024 10:10:49 AM","1.7.0.13456, 1.5.0.8070"
dse-5cd3291km8,Windows 11,"17 Sep, 2024 07:07:07 PM",1.6.0.18681
dse-5cd329726r,Windows 11,"17 Sep, 2024 06:35:38 AM","1.5.0.4689, 1.7.0.1864"
dk-5cg2158xzt,Windows 11,"19 Sep, 2024 07:03:59 AM","1.5.0.8070, 1.7.0.15969"
dse-5cd4145pwh,Windows 11,"19 Sep, 2024 07:18:36 AM",1.5.0.30767
drilfr-91531qn,Windows 10,"19 Sep, 2024 05:08:26 AM","1.3.0.362, 1.6.0.33567, 1.2.0.3961"
ctxpvsin-app109,Windows Server 2022,"19 Sep, 2024 05:46:40 AM",1.6.0.6754
dse-5cd4145qjg,Windows 11,"19 Sep, 2024 07:47:10 AM",1.5.0.30767
druein-74122mj,Windows 10,"16 Sep, 2024 12:07:41 PM",1.2.0.3961
drilma-8120lrs,Windows 10,"19 Sep, 2024 06:15:09 AM","1.2.0.22654, 1.6.0.29964"
tek-5cg3342lz0,Windows 11,"18 Sep, 2024 08:09:33 AM",1.6.0.24078
delt-8cn34002v8,Windows 11,"17 Sep, 2024 11:16:21 AM",1.5.0.30767
delt-8cn23819p8,Windows 10,"18 Sep, 2024 10:10:36 AM",1.4.0.19572
dk-5cg2158yhb,Windows 11,"19 Sep, 2024 06:54:59 AM","1.6.0.11166, 1.7.0.15969"
drilfr-1036hv4,Windows 10,"18 Sep, 2024 07:13:14 AM","1.6.0.33567, 1.2.0.3961, 1.7.0.10152"
ctxpvsin-app120,Windows Server 2022,"19 Sep, 2024 10:03:47 AM",1.6.0.6754
druein-7506r22,Windows 10,"13 Sep, 2024 11:47:54 AM",1.2.0.3961
druein-9519lfv,Windows 10,"18 Sep, 2024 11:57:25 AM",1.2.0.3961
dse-5cd3425b1v,Windows 11,"16 Sep, 2024 09:45:57 AM",1.5.0.30767
dse-5cd3293qvy,Windows 11,"19 Sep, 2024 07:13:03 AM","1.7.0.13456, 1.5.0.4689"
mh-8cc2472x26,Windows 11,"19 Sep, 2024 05:01:06 AM","1.5.0.30767, 1.7.0.19353, 1.7.0.15969, 1.7.0.21751"
mh-8cc2472wxm,Windows 11,"17 Sep, 2024 06:46:20 AM","1.7.0.156, 1.5.0.30767, 1.7.0.7956, 1.6.0.35961"
dse-5cd1258nw4,Windows 11,"18 Sep, 2024 06:01:48 PM","1.6.0.18681, 1.7.0.13456"
drilfr-1037nrf,Windows 10,"17 Sep, 2024 01:03:18 PM","1.2.0.3961, 1.6.0.24078, 1.7.0.3653, 1.6.0.35961, 1.6.0.33567"
dse-pw021kn9,Windows 11,"12 Sep, 2024 11:32:04 AM","1.7.0.10152, 1.5.0.8070"
dse-5cg41422y7,Windows 11,"18 Sep, 2024 08:29:51 AM",1.5.0.30767
mh-8cc2472x15,Windows 11,"18 Sep, 2024 05:21:34 AM","1.5.0.30767, 1.7.0.17051, 1.7.0.6058, 1.7.0.3653, 1.7.0.24670, 1.7.0.21751, 1.7.0.19353"
rfd-0248m79,Windows 11,"19 Sep, 2024 07:21:29 AM","1.5.0.33362, 1.7.0.13456, 1.7.0.156, 1.7.0.10152, 1.5.0.8070, 1.6.0.27573, 1.4.0.22976, 1.6.0.22378, 1.6.0.33567"
mh-8cc31507k1,Windows 11,"19 Sep, 2024 07:17:02 AM","1.7.0.21751, 1.7.0.24670, 1.5.0.30767"
drhso-90372m5,Windows 10,"18 Sep, 2024 07:57:32 PM","1.7.0.13456, 1.3.0.26064, 1.7.0.15969, 1.7.0.7956, 1.7.0.19353, 1.7.0.10152, 1.7.0.1864, 1.7.0.3653"
drmlgv-6031qjr,Windows 10,"19 Sep, 2024 05:54:24 AM","1.7.0.3653, 1.5.0.21668, 1.3.0.4461, 1.2.0.27559"
dk-5cg21590cj,Windows 11,"19 Sep, 2024 07:08:32 AM","1.5.0.8070, 1.7.0.13456"
dk-5cg3344c84,Windows 11,"19 Sep, 2024 08:16:37 AM","1.6.0.33567, 1.6.0.11166"
dse-pw021kbk,Windows 11,"19 Sep, 2024 08:29:49 AM","1.7.0.13456, 1.6.0.11166"
drilsv-8120py4,Windows 10,"18 Sep, 2024 06:56:53 AM","1.6.0.11166, 1.7.0.15969, 1.5.0.21463, 1.2.0.3961"
dse-5cg3253xgf,Windows 11,"17 Sep, 2024 12:14:32 PM",1.5.0.4689
mh-8cc0211nff,Windows 11,"18 Sep, 2024 07:09:19 PM","1.6.0.11166, 1.7.0.6058, 1.7.0.7956, 1.7.0.21751"
dse-5cd3291km9,Windows 11,"18 Sep, 2024 06:51:07 AM","1.5.0.4689, 1.7.0.10152"
dse-5cd4178djl,Windows 11,"17 Sep, 2024 06:39:09 AM",1.5.0.30767
dse-5cg41424l3,Windows 11,"18 Sep, 2024 04:29:47 PM",1.5.0.30767
mh-8cc2472x9g,Windows 11,"19 Sep, 2024 10:08:51 AM","1.7.0.21751, 1.5.0.30767, 1.7.0.156, 1.7.0.17051, 1.6.0.35961"
mh-8cc31507ky,Windows 11,"19 Sep, 2024 12:45:15 AM",1.5.0.30767
dse-pw021kl1,Windows 11,"18 Sep, 2024 08:40:16 PM","1.5.0.8070, 1.6.0.11166, 1.7.0.6058"
mh-8cc2472x8b,Windows 11,"19 Sep, 2024 07:44:20 AM","1.7.0.21751, 1.7.0.19353, 1.6.0.11166, 1.7.0.24670, 1.7.0.15969, 1.7.0.13456, 1.7.0.17051"
druein-7506r30,Windows 10,"13 Sep, 2024 11:05:47 AM","1.6.0.6754, 1.4.0.29469, 1.5.0.11163, 1.5.0.28361, 1.2.0.3961, 1.6.0.1381"
dk-5cg21590k1,Windows 11,"18 Sep, 2024 12:51:56 AM","1.5.0.8070, 1.7.0.10152"
dk-5cg2472y4v,Windows 11,"19 Sep, 2024 06:25:24 AM","1.6.0.22378, 1.7.0.13456"
adm-5cg246142v,Windows 11,"19 Sep, 2024 06:16:12 AM","1.6.0.27573, 1.5.0.30767"
drhso-71215hr,Windows 10,"19 Sep, 2024 04:51:01 AM","1.7.0.6058, 1.4.0.35564"
hso-5cg3201q9y,Windows 11,"18 Sep, 2024 06:01:47 AM","1.5.0.30767, 1.6.0.29964"
dse-5cd1258nww,Windows 11,"19 Sep, 2024 09:24:06 AM","1.3.0.21759, 1.7.0.3653"
druein-74122q5,Windows 10,"16 Sep, 2024 11:45:06 AM","1.2.0.3961, 1.6.0.22378"
mh-8cc31507k6,Windows 11,"17 Sep, 2024 01:36:57 PM",1.5.0.30767
dk-5cg2158yhc,Windows 11,"17 Sep, 2024 07:38:10 PM","1.6.0.33567, 1.4.0.19572, 1.5.0.8070"
dse-pw021ksh,Windows 11,"13 Sep, 2024 10:48:28 AM","1.5.0.8070, 1.7.0.1864"
drilin-1400wf2,Windows 11,"19 Sep, 2024 08:03:12 AM","1.2.0.3961, 1.6.0.29964"
drilha-1400wd8,Windows 11,"18 Sep, 2024 06:05:19 AM","1.2.0.3961, 1.7.0.3653"
mh-8cc2472x5k,Windows 11,"19 Sep, 2024 12:33:21 AM","1.7.0.24670, 1.5.0.30767, 1.7.0.21751"
drilha-0423cwl,Windows 10,"19 Sep, 2024 10:17:48 AM","1.7.0.1864, 1.2.0.3961"
dk-5cg2158yd9,Windows 11,"19 Sep, 2024 05:38:28 AM","1.7.0.10152, 1.5.0.8070"
dse-pw021lap,Windows 11,"13 Sep, 2024 11:24:14 AM","1.7.0.13456, 1.5.0.8070"
dse-5cd3291kcg,Windows 11,"16 Sep, 2024 08:33:37 AM","1.5.0.4689, 1.6.0.33567"
dk-5cg2158zqn,Windows 11,"19 Sep, 2024 06:44:23 AM",1.6.0.1381
mh-8cc2472xby,Windows 11,"18 Sep, 2024 01:04:32 AM","1.5.0.30767, 1.7.0.19353, 1.7.0.21751"
dse-5cd4178dhm,Windows 11,"18 Sep, 2024 06:32:48 PM",1.5.0.30767
drbv-934118k,Windows 10,"19 Sep, 2024 07:37:30 AM","1.6.0.35961, 1.4.0.22976"
hso-5cg3192zbv,Windows 11,"19 Sep, 2024 07:08:46 AM","1.6.0.33567, 1.6.0.11166"
dk-5cg2159016,Windows 11,"19 Sep, 2024 04:57:38 AM","1.5.0.8070, 1.6.0.33567"
drildro-847c398,Windows 10,"19 Sep, 2024 06:47:31 AM","1.2.0.24753, 1.7.0.3653, 1.2.0.19260, 1.6.0.22378, 1.4.0.29469"
dse-5cd4178dv7,Windows 11,"12 Sep, 2024 03:13:10 PM",1.5.0.30767
dse-5cd3291jzt,Windows 11,"16 Sep, 2024 11:23:47 AM","1.5.0.4689, 1.6.0.29964"
dse-5cg3253xq5,Windows 11,"17 Sep, 2024 09:09:45 PM",1.5.0.4689
mh-8cc2472xb0,Windows 11,"19 Sep, 2024 09:12:30 AM","1.7.0.19353, 1.7.0.13456, 1.7.0.21751, 1.7.0.1864, 1.7.0.3653, 1.5.0.30767"
mh-8cc2472x57,Windows 11,"19 Sep, 2024 05:02:35 AM","1.7.0.3653, 1.5.0.30767, 1.7.0.19353, 1.7.0.17051, 1.7.0.24670, 1.6.0.35961, 1.6.0.33567, 1.7.0.21751, 1.6.0.29964, 1.7.0.10152"
dse-5cd3291kgj,Windows 11,"18 Sep, 2024 07:26:04 AM","1.5.0.4689, 1.6.0.27573"
dk-5cg3461zln,Windows 11,"19 Sep, 2024 05:40:34 AM",1.6.0.22378
dk-5cg2158z5q,Windows 11,"19 Sep, 2024 05:30:48 AM","1.7.0.3653, 1.5.0.8070"
dk-5cg21650br,Windows 11,"16 Sep, 2024 11:01:17 AM","1.6.0.33567, 1.6.0.29964, 1.6.0.4472"
mh-8cc2472x1t,Windows 11,"18 Sep, 2024 12:14:00 PM","1.5.0.30767, 1.7.0.3653, 1.7.0.15969, 1.7.0.24670, 1.7.0.19353, 1.6.0.27573"
dse-5cd4145q48,Windows 11,"17 Sep, 2024 03:56:50 PM",1.5.0.30767
dse-5cd4145q4h,Windows 11,"19 Sep, 2024 07:50:10 AM",1.5.0.30767
mh-8cc2472x29,Windows 11,"19 Sep, 2024 05:21:27 AM","1.7.0.21751, 1.7.0.24670, 1.5.0.8070, 1.7.0.19353"
dse-5cd4145qjf,Windows 11,"19 Sep, 2024 07:12:33 AM",1.5.0.30767
mh-8cc2472xb2,Windows 11,"19 Sep, 2024 09:17:43 AM","1.5.0.30767, 1.7.0.7956, 1.6.0.29964"
ia-5cg013b99m,Windows 11,"19 Sep, 2024 05:37:51 AM",1.6.0.18681
ia-5cg9125y3r,Windows 11,"19 Sep, 2024 07:24:13 AM",1.6.0.18681
dse-5cd4178dwx,Windows 11,"18 Sep, 2024 03:40:36 PM",1.5.0.30767
dse-5cg3253xq3,Windows 11,"18 Sep, 2024 07:25:22 AM",1.5.0.4689
neilkr-846577y,Windows 10,"19 Sep, 2024 10:10:36 AM","1.4.0.32771, 1.4.0.22472, 1.2.0.3961, 1.5.0.21668, 1.7.0.3653, 1.4.0.26376, 1.4.0.11161, 1.5.0.2164, 1.4.0.8872"
ia-5cg4024wl8,Windows 11,"19 Sep, 2024 07:20:30 AM",1.5.0.30767
dse-5cd329726q,Windows 11,"19 Sep, 2024 09:05:47 AM","1.6.0.35961, 1.5.0.4689"
dk-5cg21652ck,Windows 11,"19 Sep, 2024 07:18:00 AM","1.7.0.7956, 1.5.0.8070"
mh-8cc2472wzt,Windows 11,"17 Sep, 2024 06:43:45 PM","1.7.0.21751, 1.5.0.30767, 1.7.0.15969, 1.7.0.24670, 1.7.0.17051, 1.7.0.19353"
ctxpvsin-app102,Windows Server 2022,"19 Sep, 2024 07:27:58 AM",1.6.0.6754
dk-5cg21653p5,Windows 11,"19 Sep, 2024 10:11:03 AM","1.7.0.19353, 1.6.0.12455"
mh-8cc2472x48,Windows 11,"19 Sep, 2024 05:44:43 AM","1.7.0.21751, 1.6.0.33567, 1.5.0.30767"
dse-5cg1115l3y,Windows 11,"13 Sep, 2024 09:13:46 AM",1.3.0.4461
svilto-1458f9h,Windows 11,"19 Sep, 2024 07:12:53 AM","1.6.0.33567, 1.2.0.3961"
dk-5cg2158ytd,Windows 11,"19 Sep, 2024 06:53:14 AM","1.6.0.33567, 1.5.0.8070"
dse-5cd4145qb6,Windows 11,"19 Sep, 2024 06:59:15 AM",1.5.0.30767
druein-7383xm4,Windows 10,"16 Sep, 2024 11:08:27 AM","1.6.0.22378, 1.2.0.3961, 1.6.0.11166"
drilfr-02498q9,Windows 10,"19 Sep, 2024 10:05:04 AM","1.2.0.3961, 1.7.0.6058"
dk-5cg2164zwb,Windows 11,"19 Sep, 2024 05:57:47 AM","1.5.0.8070, 1.6.0.35961"
dse-pw01z9wj,Windows 11,"18 Sep, 2024 07:07:47 AM","1.6.0.11166, 1.7.0.13456"
drildro-9175ks3,Windows 10,"18 Sep, 2024 06:11:36 AM","1.5.0.17656, 1.4.0.31569"
druein-74122c4,Windows 10,"16 Sep, 2024 10:35:38 AM","1.2.0.3961, 1.5.0.8070"
dse-5cd1258p8g,Windows 11,"19 Sep, 2024 07:36:08 AM","1.7.0.10152, 1.3.0.21759"
dse-5cd4145pw5,Windows 11,"13 Sep, 2024 08:51:23 AM",1.5.0.30767
rfd-2091p5h,Windows 10,"19 Sep, 2024 09:29:52 AM","1.3.0.26064, 1.7.0.3653"
druein-9519lj1,Windows 10,"16 Sep, 2024 03:15:07 PM","1.2.0.3961, 1.4.0.19572, 1.3.0.13565"
mh-8cc338356k,Windows 11,"19 Sep, 2024 05:30:35 AM","1.6.0.18681, 1.7.0.24670, 1.7.0.7956, 1.7.0.19353, 1.7.0.13456, 1.7.0.17051, 1.7.0.21751, 1.7.0.15969"
ia-5cg8417cx7,Windows 11,"19 Sep, 2024 10:13:26 AM",1.6.0.18681
mh-8cc31507km,Windows 11,"19 Sep, 2024 08:54:29 AM",1.5.0.30767
neilkr-82275nf,Windows 10,"19 Sep, 2024 06:26:57 AM","1.2.0.19260, 1.3.0.3564, 1.6.0.12455, 1.3.0.8663, 1.7.0.19353"
drilsk-11568sw,Windows 10,"17 Sep, 2024 04:19:45 PM","1.2.0.3961, 1.6.0.29964"
dse-5cd329722t,Windows 11,"18 Sep, 2024 07:28:34 PM","1.7.0.13456, 1.6.0.18681"
dse-5cd4145q1t,Windows 11,"19 Sep, 2024 07:29:25 AM",1.5.0.30767
dse-5cd4178dt1,Windows 11,"13 Sep, 2024 07:49:23 AM",1.5.0.30767
adm-5cg32708vn,Windows 11,"17 Sep, 2024 02:23:08 AM","1.6.0.11166, 1.6.0.28557"
ctxpvsin-120,Windows Server 2022,"19 Sep, 2024 08:35:15 AM",1.6.0.6754
dse-5cd4145q6f,Windows 11,"18 Sep, 2024 09:21:30 AM",1.5.0.30767
mh-8cc2472xb4,Windows 11,"19 Sep, 2024 06:49:27 AM","1.7.0.21751, 1.5.0.30767, 1.7.0.13456"
dse-5cg3253xfk,Windows 11,"16 Sep, 2024 09:36:58 AM",1.5.0.4689
dk-5cg2158z11,Windows 11,"19 Sep, 2024 06:08:36 AM","1.6.0.33567, 1.6.0.18681"
dk-5cg2165210,Windows 11,"17 Sep, 2024 09:35:48 AM","1.7.0.1864, 1.6.0.35961, 1.5.0.8070"
dse-pw021k76,Windows 11,"16 Sep, 2024 11:36:47 AM","1.6.0.33567, 1.5.0.8070"
dse-5cg41421xl,Windows 11,"19 Sep, 2024 07:51:46 AM",1.5.0.30767
dk-5cg21652c8,Windows 11,"14 Sep, 2024 02:36:49 PM","1.6.0.29964, 1.5.0.8070, 1.6.0.6754, 1.5.0.33362, 1.5.0.36367"
dk-5cg2158zxp,Windows 11,"19 Sep, 2024 06:20:49 AM","1.6.0.35961, 1.5.0.8070"
druein-137dqd9,Windows 10,"17 Sep, 2024 06:54:54 AM","1.6.0.1381, 1.2.0.3961"
tek-5cg32510lc,Windows 11,"13 Sep, 2024 08:22:30 AM","1.7.0.156, 1.6.0.18681"
neilso-8180ytw,Windows 10,"17 Sep, 2024 11:59:07 AM","1.5.0.14473, 1.6.0.6754, 1.2.0.3961, 1.3.0.26064, 1.6.0.35961, 1.7.0.3653, 1.7.0.156"
druein-9519lft,Windows 10,"18 Sep, 2024 03:21:26 PM",1.2.0.3961
dse-5cd4178dr0,Windows 11,"19 Sep, 2024 07:34:59 AM",1.5.0.30767
ctxpvsin-100,Windows Server 2022,"19 Sep, 2024 05:42:48 AM",1.6.0.6754
neuekr-8473y8d,Windows 10,"19 Sep, 2024 06:28:15 AM","1.6.0.27573, 1.7.0.3653, 1.2.0.3961"
dk-5cg2158ydh,Windows 11,"19 Sep, 2024 05:53:47 AM","1.5.0.8070, 1.6.0.33567"
mh-8cc2472x0c,Windows 11,"18 Sep, 2024 05:39:34 AM","1.5.0.30767, 1.7.0.19353, 1.7.0.17051, 1.7.0.24670, 1.7.0.21751"
drilas-8121h3l,Windows 10,"17 Sep, 2024 06:40:01 PM","1.2.0.19260, 1.2.0.22654, 1.6.0.33567"
mh-8cc2472x47,Windows 11,"19 Sep, 2024 08:18:18 AM","1.7.0.15969, 1.5.0.30767, 1.7.0.21751, 1.7.0.13456, 1.7.0.24670"
dk-5cg2158z4t,Windows 11,"19 Sep, 2024 08:08:34 AM","1.5.0.8070, 1.6.0.29964"
dse-5cd4145pyl,Windows 11,"14 Sep, 2024 08:01:42 PM",1.5.0.30767
svhso-71215gt,Windows 10,"19 Sep, 2024 07:15:20 AM","1.4.0.4167, 1.7.0.15969, 1.6.0.35961, 1.6.0.33567, 1.7.0.17051"
drkul-925951w,Windows 10,"19 Sep, 2024 07:16:46 AM","1.6.0.1381, 1.7.0.10152, 1.7.0.1864, 1.5.0.14473, 1.4.0.31569, 1.6.0.33567, 1.7.0.15969, 1.5.0.11163"
dse-5cd0198fpx,Windows 11,"17 Sep, 2024 08:41:02 AM",1.6.0.11166
dk-5cg21653p1,Windows 11,"19 Sep, 2024 07:50:23 AM","1.5.0.8070, 1.6.0.35961, 22308.1003.1743.8209"
dse-5cd4178dsq,Windows 11,"18 Sep, 2024 02:04:27 PM",1.5.0.30767
dse-5cd4145px1,Windows 11,"19 Sep, 2024 09:07:32 AM",1.5.0.30767
saadm-8392682,Windows 10,"17 Sep, 2024 06:57:28 PM","1.7.0.19353, 1.2.0.34161"
dse-5cd4178drp,Windows 11,"17 Sep, 2024 11:08:11 AM",1.5.0.30767
mh-8cc2472x64,Windows 11,"18 Sep, 2024 03:00:32 PM","1.5.0.30767, 1.7.0.21751, 1.7.0.24670"
dse-5cd4178dhj,Windows 11,"17 Sep, 2024 06:20:47 PM",1.5.0.30767
dse-5cd4178dn7,Windows 11,"17 Sep, 2024 10:04:39 AM",1.5.0.30767
